old_value,new_value
5,E-1EQP
4,P-1PRT
1,P-1PRT
10,ZZ-UD
12,P-SPL
6,S-1SVC
9,ZZ-UD
7,ZZ-UD
8,ZZ-UD
11,ZZ-UD
13,ZZ-UD
14,ZZ-UD
3,ZZ-UD
